AvailabilityZone,InstanceType,SpotPrice,Timestamp,Compute Units (ECU),Physical Processor,Clock Speed(GHz),intr rate,CostEfficiency
ap-northeast-3b,c5n.xlarge,0.0372,2024-02-18 08:08:18+00:00,20,Intel Xeon Platinum 8124M,,2,537.6344086021505
ap-northeast-3a,c5n.xlarge,0.0391,2024-02-18 08:16:22+00:00,20,Intel Xeon Platinum 8124M,,2,511.5089514066496
ap-northeast-3b,c5d.xlarge,0.0407,2024-02-18 09:15:52+00:00,20,Intel Xeon Platinum 8124M,,0,491.4004914004914
ap-northeast-3b,m5.xlarge,0.0384,2024-02-18 06:00:58+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,416.6666666666667
ap-northeast-3a,c4.xlarge,0.0387,2024-02-18 12:00:49+00:00,16,Intel Xeon E5-2666 v3 (Haswell),,0,413.43669250645996
ap-northeast-3a,m5.xlarge,0.0395,2024-02-18 12:01:24+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,405.0632911392405
ap-northeast-3a,c5d.xlarge,0.0497,2024-02-18 08:45:51+00:00,20,Intel Xeon Platinum 8124M,,0,402.41448692152915
ap-east-1c,c5n.xlarge,0.051,2024-02-18 00:31:10+00:00,20,Intel Xeon Platinum 8124M,,1,392.15686274509807
ap-northeast-3c,c5d.xlarge,0.0537,2024-02-18 07:45:51+00:00,20,Intel Xeon Platinum 8124M,,0,372.43947858473
ap-northeast-3c,r5.xlarge,0.0514,2024-02-18 08:31:18+00:00,19,Intel Xeon Platinum 8175,2.5GHz,1,369.6498054474708
ap-northeast-3b,r5.xlarge,0.0516,2024-02-18 03:45:52+00:00,19,Intel Xeon Platinum 8175,2.5GHz,1,368.2170542635659
ap-east-1c,r5.xlarge,0.0521,2024-02-18 10:45:59+00:00,19,Intel Xeon Platinum 8175,2.5GHz,0,364.68330134357007
ap-east-1a,r5.xlarge,0.0526,2024-02-18 04:46:32+00:00,19,Intel Xeon Platinum 8175,2.5GHz,0,361.21673003802283
ap-northeast-3b,r5d.xlarge,0.0556,2024-02-18 05:31:20+00:00,19,Intel Xeon Platinum 8175,2.5GHz,0,341.726618705036
eu-north-1b,r5.xlarge,0.056,2024-02-18 08:32:22+00:00,19,Intel Xeon Platinum 8175,2.5GHz,3,339.2857142857143
ap-northeast-3c,r5d.xlarge,0.0578,2024-02-18 10:16:16+00:00,19,Intel Xeon Platinum 8175,2.5GHz,0,328.719723183391
ap-northeast-3a,m5d.xlarge,0.0489,2024-02-18 10:16:04+00:00,16,Intel Xeon Platinum 8175,2.5GHz,1,327.19836400817996
ap-northeast-1d,r5.xlarge,0.0596,2024-02-18 02:16:28+00:00,19,Intel Xeon Platinum 8175,2.5GHz,3,318.79194630872485
eu-north-1a,c5n.xlarge,0.063,2024-02-18 10:31:33+00:00,20,Intel Xeon Platinum 8124M,,0,317.46031746031747
ap-northeast-2c,z1d.xlarge,0.0731,2024-02-17 23:32:21+00:00,23,Intel Xeon Platinum 8151,4.0GHz,4,314.63748290013683
ap-northeast-2a,z1d.xlarge,0.0731,2024-02-18 09:32:20+00:00,23,Intel Xeon Platinum 8151,4.0GHz,4,314.63748290013683
eu-north-1b,c5n.xlarge,0.0636,2024-02-18 08:46:49+00:00,20,Intel Xeon Platinum 8124M,,0,314.4654088050314
eu-west-3c,r5.xlarge,0.0622,2024-02-18 00:17:27+00:00,19,Intel Xeon Platinum 8175,2.5GHz,1,305.4662379421222
ap-northeast-2b,m5.xlarge,0.0525,2024-02-18 02:16:58+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,304.76190476190476
ap-northeast-1c,z1d.xlarge,0.0755,2024-02-18 01:31:16+00:00,23,Intel Xeon Platinum 8151,4.0GHz,4,304.63576158940396
eu-north-1b,c5d.xlarge,0.0666,2024-02-18 10:01:32+00:00,20,Intel Xeon Platinum 8124M,,0,300.30030030030025
ap-northeast-3a,c5.xlarge,0.0669,2024-02-18 07:30:57+00:00,20,Intel Xeon Platinum 8124M,,1,298.9536621823617
us-east-2c,c5.xlarge,0.0679,2024-02-18 11:46:19+00:00,20,Intel Xeon Platinum 8124M,,1,294.5508100147275
ap-east-1c,c5d.xlarge,0.068,2024-02-18 07:16:37+00:00,20,Intel Xeon Platinum 8124M,,0,294.11764705882354
ap-east-1c,c5.xlarge,0.0682,2024-02-18 12:01:24+00:00,20,Intel Xeon Platinum 8124M,,0,293.2551319648094
us-east-2a,c5.xlarge,0.0684,2024-02-18 05:16:29+00:00,20,Intel Xeon Platinum 8124M,,1,292.39766081871346
ap-east-1b,c5.xlarge,0.0689,2024-02-18 09:01:17+00:00,20,Intel Xeon Platinum 8124M,,0,290.27576197387515
ap-northeast-1d,z1d.xlarge,0.0794,2024-02-18 08:31:37+00:00,23,Intel Xeon Platinum 8151,4.0GHz,4,289.67254408060455
ap-northeast-1a,z1d.xlarge,0.0801,2024-02-18 07:46:37+00:00,23,Intel Xeon Platinum 8151,4.0GHz,4,287.14107365792756
us-west-2b,c5.xlarge,0.0706,2024-02-18 11:16:51+00:00,20,Intel Xeon Platinum 8124M,,0,283.28611898017
ap-east-1a,c5.xlarge,0.0707,2024-02-18 09:01:17+00:00,20,Intel Xeon Platinum 8124M,,0,282.88543140028287
us-west-2a,c5.xlarge,0.0708,2024-02-18 08:47:05+00:00,20,Intel Xeon Platinum 8124M,,0,282.4858757062147
ap-northeast-2d,m5.xlarge,0.0569,2024-02-18 11:47:25+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,281.195079086116
ap-northeast-3c,m5.xlarge,0.0571,2024-02-18 09:30:46+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,280.21015761821366
eu-north-1b,c5.xlarge,0.0716,2024-02-18 09:31:34+00:00,20,Intel Xeon Platinum 8124M,,1,279.3296089385475
ap-northeast-3a,r5d.xlarge,0.0682,2024-02-18 06:01:21+00:00,19,Intel Xeon Platinum 8175,2.5GHz,0,278.59237536656894
ap-northeast-2d,r5d.xlarge,0.0682,2024-02-18 09:16:27+00:00,19,Intel Xeon Platinum 8175,2.5GHz,4,278.59237536656894
us-east-2b,z1d.xlarge,0.0827,2024-02-18 09:31:47+00:00,23,Intel Xeon Platinum 8151,4.0GHz,4,278.1136638452237
us-west-2c,c5.xlarge,0.0726,2024-02-18 01:46:33+00:00,20,Intel Xeon Platinum 8124M,,0,275.4820936639118
ca-central-1b,c5d.xlarge,0.073,2024-02-18 07:46:39+00:00,20,Intel Xeon Platinum 8124M,,0,273.972602739726
ap-northeast-2c,c5.xlarge,0.073,2024-02-18 09:01:37+00:00,20,Intel Xeon Platinum 8124M,,2,273.972602739726
us-west-2a,c5d.xlarge,0.0731,2024-02-18 06:17:02+00:00,20,Intel Xeon Platinum 8124M,,0,273.59781121751024
ap-northeast-3a,r5.xlarge,0.0698,2024-02-18 03:15:56+00:00,19,Intel Xeon Platinum 8175,2.5GHz,1,272.2063037249284
ap-east-1b,c5d.xlarge,0.0735,2024-02-18 07:16:37+00:00,20,Intel Xeon Platinum 8124M,,0,272.108843537415
ap-east-1a,c5d.xlarge,0.0735,2024-02-18 10:16:28+00:00,20,Intel Xeon Platinum 8124M,,0,272.108843537415
us-east-2b,c5.xlarge,0.0737,2024-02-18 02:31:09+00:00,20,Intel Xeon Platinum 8124M,,1,271.37042062415196
ap-northeast-2c,c5d.xlarge,0.0739,2024-02-18 09:17:16+00:00,20,Intel Xeon Platinum 8124M,,0,270.63599458728015
eu-north-1a,c5.xlarge,0.0739,2024-02-18 10:32:09+00:00,20,Intel Xeon Platinum 8124M,,1,270.63599458728015
us-west-2a,c5n.xlarge,0.0741,2024-02-18 11:02:25+00:00,20,Intel Xeon Platinum 8124M,,1,269.9055330634278
ca-central-1d,c5d.xlarge,0.0743,2024-02-18 10:46:39+00:00,20,Intel Xeon Platinum 8124M,,0,269.17900403768505
ca-central-1a,c5.xlarge,0.0743,2024-02-18 09:32:02+00:00,20,Intel Xeon Platinum 8124M,,4,269.17900403768505
ca-central-1d,c5n.xlarge,0.0746,2024-02-18 10:31:23+00:00,20,Intel Xeon Platinum 8124M,,1,268.0965147453083
ap-east-1c,r5d.xlarge,0.072,2024-02-18 10:31:23+00:00,19,Intel Xeon Platinum 8175,2.5GHz,0,263.8888888888889
ap-south-1b,c5.xlarge,0.0759,2024-02-18 09:46:48+00:00,20,Intel Xeon Platinum 8124M,,1,263.5046113306983
eu-west-2a,c5.xlarge,0.0759,2024-02-18 11:02:15+00:00,20,Intel Xeon Platinum 8124M,,2,263.5046113306983
us-west-2b,c5d.xlarge,0.076,2024-02-18 08:31:46+00:00,20,Intel Xeon Platinum 8124M,,0,263.15789473684214
ap-northeast-2b,c5d.xlarge,0.0761,2024-02-18 07:01:21+00:00,20,Intel Xeon Platinum 8124M,,0,262.8120893561104
ap-northeast-2c,m5.xlarge,0.0611,2024-02-18 06:46:56+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,261.8657937806874
us-west-2b,c5n.xlarge,0.077,2024-02-18 07:32:07+00:00,20,Intel Xeon Platinum 8124M,,1,259.7402597402597
ca-central-1b,c5n.xlarge,0.0771,2024-02-18 07:46:22+00:00,20,Intel Xeon Platinum 8124M,,1,259.40337224383916
ca-central-1a,c5n.xlarge,0.0771,2024-02-18 08:47:22+00:00,20,Intel Xeon Platinum 8124M,,1,259.40337224383916
ap-northeast-2c,c5n.xlarge,0.0774,2024-02-18 00:47:26+00:00,20,Intel Xeon Platinum 8124M,,0,258.3979328165375
ap-south-1a,c5.xlarge,0.0777,2024-02-18 07:16:31+00:00,20,Intel Xeon Platinum 8124M,,1,257.4002574002574
us-west-1a,z1d.xlarge,0.0895,2024-02-18 10:31:29+00:00,23,Intel Xeon Platinum 8151,4.0GHz,4,256.9832402234637
ap-northeast-2a,c5n.xlarge,0.078,2024-02-18 00:46:26+00:00,20,Intel Xeon Platinum 8124M,,0,256.4102564102564
us-west-2b,m5.xlarge,0.0624,2024-02-18 01:46:53+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,256.4102564102564
ap-northeast-2d,c5d.xlarge,0.0781,2024-02-18 01:17:07+00:00,20,Intel Xeon Platinum 8124M,,0,256.08194622279126
ap-northeast-2b,c5n.xlarge,0.0781,2024-02-18 04:02:34+00:00,20,Intel Xeon Platinum 8124M,,0,256.08194622279126
ap-northeast-2a,c5d.xlarge,0.0783,2024-02-18 02:46:48+00:00,20,Intel Xeon Platinum 8124M,,0,255.4278416347382
eu-west-3c,c5d.xlarge,0.0784,2024-02-18 07:16:50+00:00,20,Intel Xeon Platinum 8124M,,0,255.10204081632654
eu-north-1a,c5d.xlarge,0.0788,2024-02-17 12:31:07+00:00,20,Intel Xeon Platinum 8124M,,0,253.80710659898477
eu-central-1c,c5.xlarge,0.0789,2024-02-18 01:16:31+00:00,20,Intel Xeon Platinum 8124M,,1,253.4854245880862
ca-central-1a,c5d.xlarge,0.079,2024-02-18 05:01:19+00:00,20,Intel Xeon Platinum 8124M,,0,253.1645569620253
us-west-2a,m5.xlarge,0.0633,2024-02-18 11:47:01+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,252.76461295418645
sa-east-1b,r5.xlarge,0.0753,2024-02-17 22:45:55+00:00,19,Intel Xeon Platinum 8175,2.5GHz,1,252.32403718459494
us-west-2c,m5.xlarge,0.0635,2024-02-18 04:01:52+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,251.96850393700788
us-east-1f,c5.xlarge,0.0795,2024-02-18 03:16:55+00:00,20,Intel Xeon Platinum 8124M,,0,251.57232704402514
ap-east-1b,r5.xlarge,0.0758,2024-02-18 09:46:27+00:00,19,Intel Xeon Platinum 8175,2.5GHz,0,250.65963060686013
eu-north-1c,c5n.xlarge,0.0799,2024-02-18 03:46:32+00:00,20,Intel Xeon Platinum 8124M,,0,250.31289111389236
eu-west-3c,c5.xlarge,0.08,2024-02-18 06:16:32+00:00,20,Intel Xeon Platinum 8124M,,0,250.0
ap-northeast-1a,c5.xlarge,0.0805,2024-02-18 11:30:57+00:00,20,Intel Xeon Platinum 8124M,,0,248.4472049689441
us-east-2b,c5d.xlarge,0.081,2024-02-18 07:46:30+00:00,20,Intel Xeon Platinum 8124M,,0,246.91358024691357
eu-north-1c,c5d.xlarge,0.0811,2024-02-18 11:17:17+00:00,20,Intel Xeon Platinum 8124M,,0,246.60912453760787
ap-northeast-1c,c5.xlarge,0.0812,2024-02-18 04:16:06+00:00,20,Intel Xeon Platinum 8124M,,0,246.30541871921184
eu-north-1b,m5.xlarge,0.065,2024-02-18 03:32:12+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,246.15384615384613
eu-west-3c,c5n.xlarge,0.0815,2024-02-18 10:02:26+00:00,20,Intel Xeon Platinum 8124M,,1,245.39877300613497
eu-north-1c,m5.xlarge,0.0654,2024-02-18 04:46:31+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,244.64831804281346
eu-west-1c,c5.xlarge,0.0819,2024-02-18 09:46:22+00:00,20,Intel Xeon Platinum 8124M,,0,244.20024420024419
ap-south-1c,c5d.xlarge,0.082,2024-02-18 09:16:30+00:00,20,Intel Xeon Platinum 8124M,,1,243.90243902439025
eu-central-1b,c5.xlarge,0.0821,2024-02-18 09:01:25+00:00,20,Intel Xeon Platinum 8124M,,1,243.60535931790497
ca-central-1d,m5.xlarge,0.0658,2024-02-18 07:46:58+00:00,16,Intel Xeon Platinum 8175,2.5GHz,4,243.16109422492403
eu-north-1a,m5.xlarge,0.0659,2024-02-18 12:16:23+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,242.79210925644915
us-east-2b,c5n.xlarge,0.0824,2024-02-18 01:47:13+00:00,20,Intel Xeon Platinum 8124M,,0,242.71844660194174
us-west-1b,c5d.xlarge,0.0824,2024-02-18 12:01:23+00:00,20,Intel Xeon Platinum 8124M,,0,242.71844660194174
ap-south-1b,c5d.xlarge,0.0825,2024-02-18 05:32:28+00:00,20,Intel Xeon Platinum 8124M,,1,242.4242424242424
ap-south-1c,c5n.xlarge,0.0826,2024-02-18 10:46:39+00:00,20,Intel Xeon Platinum 8124M,,0,242.13075060532685
eu-north-1c,c5.xlarge,0.0827,2024-02-18 03:31:12+00:00,20,Intel Xeon Platinum 8124M,,1,241.8379685610641
ap-northeast-3c,m5d.xlarge,0.0663,2024-02-18 08:46:31+00:00,16,Intel Xeon Platinum 8175,2.5GHz,1,241.32730015082956
ap-northeast-2a,c5.xlarge,0.0829,2024-02-18 05:17:33+00:00,20,Intel Xeon Platinum 8124M,,2,241.25452352231605
ap-east-1c,m5.xlarge,0.0668,2024-02-18 10:00:56+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,239.52095808383234
us-east-1b,c5.xlarge,0.0835,2024-02-18 07:49:04+00:00,20,Intel Xeon Platinum 8124M,,0,239.5209580838323
eu-west-1b,c5.xlarge,0.0838,2024-02-18 10:46:25+00:00,20,Intel Xeon Platinum 8124M,,0,238.6634844868735
eu-west-3a,c5d.xlarge,0.0839,2024-02-18 07:01:50+00:00,20,Intel Xeon Platinum 8124M,,0,238.37902264600714
us-west-1a,c5d.xlarge,0.084,2024-02-18 11:46:23+00:00,20,Intel Xeon Platinum 8124M,,0,238.09523809523807
eu-central-1a,c5.xlarge,0.084,2024-02-18 01:46:33+00:00,20,Intel Xeon Platinum 8124M,,1,238.09523809523807
us-west-2d,c5.xlarge,0.0843,2024-02-18 09:47:28+00:00,20,Intel Xeon Platinum 8124M,,0,237.2479240806643
eu-west-3b,m5.xlarge,0.0678,2024-02-18 07:31:10+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,235.98820058997052
eu-west-2c,c5d.xlarge,0.0851,2024-02-18 11:01:24+00:00,20,Intel Xeon Platinum 8124M,,0,235.01762632197415
ap-northeast-3c,c5n.xlarge,0.0851,2024-02-18 02:18:59+00:00,20,Intel Xeon Platinum 8124M,,2,235.01762632197415
us-east-1c,c5.xlarge,0.0853,2024-02-18 06:02:26+00:00,20,Intel Xeon Platinum 8124M,,0,234.46658851113716
ap-southeast-1b,c5.xlarge,0.0853,2024-02-18 12:01:26+00:00,20,Intel Xeon Platinum 8124M,,2,234.46658851113716
us-west-1b,c5.xlarge,0.0855,2024-02-18 02:16:28+00:00,20,Intel Xeon Platinum 8124M,,0,233.91812865497073
us-west-2d,m5.xlarge,0.0686,2024-02-18 00:16:41+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,233.23615160349857
eu-west-1a,c5.xlarge,0.0858,2024-02-18 05:16:37+00:00,20,Intel Xeon Platinum 8124M,,0,233.10023310023308
us-east-2c,c5d.xlarge,0.0858,2024-02-18 11:02:04+00:00,20,Intel Xeon Platinum 8124M,,0,233.10023310023308
eu-west-2a,c5d.xlarge,0.0859,2024-02-18 08:02:08+00:00,20,Intel Xeon Platinum 8124M,,0,232.8288707799767
us-west-2c,c5d.xlarge,0.086,2024-02-18 10:01:53+00:00,20,Intel Xeon Platinum 8124M,,0,232.55813953488374
us-east-1d,c5.xlarge,0.0861,2024-02-18 05:46:58+00:00,20,Intel Xeon Platinum 8124M,,0,232.28803716608596
ap-east-1b,m5.xlarge,0.0689,2024-02-18 10:00:56+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,232.22060957910014
ap-south-1a,c5d.xlarge,0.0865,2024-02-18 09:32:18+00:00,20,Intel Xeon Platinum 8124M,,1,231.21387283236996
us-east-1a,c5.xlarge,0.0866,2024-02-18 09:46:55+00:00,20,Intel Xeon Platinum 8124M,,0,230.9468822170901
ca-central-1a,m5.xlarge,0.0693,2024-02-18 03:46:30+00:00,16,Intel Xeon Platinum 8175,2.5GHz,4,230.88023088023087
ap-southeast-1b,c5d.xlarge,0.0867,2024-02-17 17:46:32+00:00,20,Intel Xeon Platinum 8124M,,1,230.6805074971165
us-west-1a,c5.xlarge,0.0869,2024-02-18 08:46:30+00:00,20,Intel Xeon Platinum 8124M,,0,230.14959723820482
ap-northeast-2d,c5.xlarge,0.0869,2024-02-18 04:32:23+00:00,20,Intel Xeon Platinum 8124M,,2,230.14959723820482
ap-northeast-3b,c5.xlarge,0.0871,2024-02-18 08:16:03+00:00,20,Intel Xeon Platinum 8124M,,1,229.6211251435132
ca-central-1b,c4.xlarge,0.0701,2024-02-18 08:16:12+00:00,16,Intel Xeon E5-2666 v3 (Haswell),,0,228.2453637660485
us-east-2a,m5.xlarge,0.0701,2024-02-18 08:46:38+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,228.2453637660485
eu-west-2c,m5.xlarge,0.0702,2024-02-18 07:01:34+00:00,16,Intel Xeon Platinum 8175,2.5GHz,4,227.92022792022792
eu-central-1c,m5.xlarge,0.0704,2024-02-18 12:16:40+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,227.27272727272725
eu-north-1c,r5.xlarge,0.0837,2024-02-18 05:01:38+00:00,19,Intel Xeon Platinum 8175,2.5GHz,3,227.00119474313024
eu-west-3c,r5d.xlarge,0.0838,2024-02-18 07:01:28+00:00,19,Intel Xeon Platinum 8175,2.5GHz,0,226.73031026252983
ap-southeast-1c,c5.xlarge,0.0886,2024-02-18 07:31:27+00:00,20,Intel Xeon Platinum 8124M,,2,225.73363431151242
us-east-2a,z1d.xlarge,0.1021,2024-02-18 02:16:41+00:00,23,Intel Xeon Platinum 8151,4.0GHz,4,225.26934378060724
eu-west-3a,c5.xlarge,0.0889,2024-02-18 10:31:45+00:00,20,Intel Xeon Platinum 8124M,,0,224.97187851518558
us-west-2b,c4.xlarge,0.0714,2024-02-18 08:46:44+00:00,16,Intel Xeon E5-2666 v3 (Haswell),,0,224.0896358543417
eu-west-2b,m5.xlarge,0.0714,2024-02-18 08:16:40+00:00,16,Intel Xeon Platinum 8175,2.5GHz,4,224.0896358543417
us-east-2c,m5.xlarge,0.0715,2024-02-18 07:16:33+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,223.7762237762238
ap-northeast-2b,c5.xlarge,0.0895,2024-02-18 08:01:37+00:00,20,Intel Xeon Platinum 8124M,,2,223.46368715083798
ca-central-1a,c4.xlarge,0.0717,2024-02-18 09:16:26+00:00,16,Intel Xeon E5-2666 v3 (Haswell),,0,223.15202231520223
eu-west-2a,c5n.xlarge,0.0898,2024-02-18 08:46:40+00:00,20,Intel Xeon Platinum 8124M,,0,222.71714922048997
us-east-2b,m5.xlarge,0.0719,2024-02-18 11:46:37+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,222.53129346314324
us-west-2c,r5.xlarge,0.0856,2024-02-18 05:01:27+00:00,19,Intel Xeon Platinum 8175,2.5GHz,1,221.9626168224299
ap-southeast-2c,c5d.xlarge,0.0905,2024-02-18 12:01:11+00:00,20,Intel Xeon Platinum 8124M,,0,220.99447513812154
ap-southeast-1a,c4.xlarge,0.0724,2024-02-18 11:31:27+00:00,16,Intel Xeon E5-2666 v3 (Haswell),,0,220.99447513812152
ap-northeast-2a,m5.xlarge,0.0724,2024-02-17 15:02:29+00:00,16,Intel Xeon Platinum 8175,2.5GHz,3,220.99447513812152
ap-southeast-1a,c5d.xlarge,0.0906,2024-02-18 01:46:38+00:00,20,Intel Xeon Platinum 8124M,,1,220.7505518763797
ap-southeast-2c,c5.xlarge,0.0906,2024-02-18 06:46:04+00:00,20,Intel Xeon Platinum 8124M,,1,220.7505518763797
ap-northeast-2d,m5d.xlarge,0.0725,2024-02-17 22:32:29+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,220.6896551724138
us-east-2a,c5d.xlarge,0.0907,2024-02-18 07:17:14+00:00,20,Intel Xeon Platinum 8124M,,0,220.5071664829107
ap-southeast-2c,z1d.xlarge,0.1045,2024-02-18 03:16:38+00:00,23,Intel Xeon Platinum 8151,4.0GHz,4,220.0956937799043
us-west-2a,c4.xlarge,0.0727,2024-02-18 06:16:46+00:00,16,Intel Xeon E5-2666 v3 (Haswell),,0,220.08253094910592
us-west-1b,c5n.xlarge,0.091,2024-02-18 11:46:26+00:00,20,Intel Xeon Platinum 8124M,,0,219.7802197802198
eu-west-3a,r5.xlarge,0.0865,2024-02-18 11:46:34+00:00,19,Intel Xeon Platinum 8175,2.5GHz,1,219.65317919075147
ap-east-1a,m5.xlarge,0.0729,2024-02-18 08:30:53+00:00,16,Intel Xeon Platinum 8175,2.5GHz,0,219.4787379972565
